"","cat.1_vial.1","cat.2_vial.1","cat.3_vial.1","cat.4_vial.1","cat.5_vial.1","cat.6_vial.1","cat.7_vial.1","cat.8_vial.1","cat.1_vial.2","cat.2_vial.2","cat.3_vial.2","cat.4_vial.2","cat.5_vial.2","cat.6_vial.2","cat.7_vial.2","cat.8_vial.2","cat.1_vial.3","cat.2_vial.3","cat.3_vial.3","cat.4_vial.3","cat.5_vial.3","cat.6_vial.3","cat.7_vial.3","cat.8_vial.3"
"met1",0.9954,0.5885,1.0584,0.7497,2.2164,0.7635,0.5691,1.599,1.1096,0.623,1.2631,1.582,1.8948,0.9067,0.6374,1.6104,1.4064,0.6382,1.0908,1.2087,1.3691,1.0046,0.4454,1.6311
"met2",0.9582,1.3491,1.2921,1.5082,0.9384,0.5365,0.9256,1.0835,0.985,1.3051,1.3494,1.5934,0.9557,0.5715,0.9606,1.015,1.1253,1.3177,1.317,1.5968,0.9399,0.608,0.8725,0.9804
"met3",0.9685,1.0837,1.2556,1.3669,1.0763,0.7186,0.8372,1.0509,0.8998,1.0503,1.2807,1.2684,1.0714,0.7372,0.7195,1.0552,1.0315,1.1272,1.3739,1.3319,0.9456,0.7368,0.699,1.0934
"met4",0.9584,1.5689,1.7,1.391,0.9422,0.5695,1.239,1.0054,1.006,1.6057,1.8512,1.4862,0.9135,0.607,1.1168,0.9947,1.1569,1.5657,1.8459,1.4569,0.8863,0.6368,1.0978,0.964
"met5",0.5382,0.8832,1.672,1.0125,0.5382,0.9644,0.5382,0.5382,0.5382,0.9294,1.5201,1.2583,0.9875,0.7929,0.5382,0.5382,0.7678,0.8192,1.339,1.273,0.5382,1.0214,0.5382,0.6501
"met6",1.2209,1.4408,1.4005,1.2636,1.023,0.5724,0.9279,0.9233,1.2186,1.5073,1.3655,1.2797,1.0381,0.6235,0.948,0.9162,1.292,1.479,1.419,1.3006,0.977,0.6228,0.8535,0.922
"met7",0.9534,1.1529,1.1785,1.2372,1.0076,0.9924,0.7308,0.82,1.0496,1.0835,1.2936,1.2775,0.9607,1.06,0.6791,0.7877,1.0497,1.0639,1.2997,1.2062,1.1001,1.2032,0.684,0.8036
"met8",0.8969,1.4036,1.3136,1.3587,1,0.7171,1.0432,0.9355,1.0956,1.474,1.4724,1.4173,0.9922,0.8804,1.1287,0.8228,0.9181,1.4806,1.3438,1.4882,1.1717,0.6646,0.8425,0.9939
"met9",0.9913,1.3197,1.3339,1.2456,0.9564,0.6545,1.1387,0.9968,0.9573,1.4155,1.1887,1.2696,0.869,0.6774,1.1498,0.9574,1.0032,1.3283,1.2963,1.2418,0.9506,0.7242,1.0849,0.9793
"met10",1.0068,1.8968,1.9568,1.296,0.8771,0.5396,0.9932,0.9876,1.0353,1.8491,2.1688,1.7209,0.9304,0.6705,1.0501,1.0128,1.2488,1.7981,1.9555,1.4829,0.8837,0.7591,0.7133,1.2148
"met11",0.9273,0.9584,1.3895,1.0727,1.2495,0.6902,0.7039,1.3101,1.041,1.0349,1.7609,1.6252,1.2906,0.922,0.7748,1.3483,1.1867,0.9814,1.3694,1.2144,1.0186,0.9797,0.5643,1.4905
"met12",0.8565,1.0013,1.2266,1.2473,1.199,0.6272,0.8621,1.0113,0.891,0.999,1.2805,1.3725,1.2556,0.7122,0.7484,0.8904,1.0942,1.0457,1.3821,1.3131,1.0638,0.781,0.689,0.9587
"met13",0.7371,1.1069,1.1941,1.2871,1.2756,0.9248,0.9825,0.7546,0.7712,1.0175,1.3122,1.3685,1.214,0.9703,0.8281,0.7138,0.9086,1.0701,1.3075,1.3393,1.2179,1.0557,0.786,0.7237
"met14",0.8358,1.018,1.1962,1.3985,1.2619,0.9059,1.0218,0.7098,0.8929,1.0262,1.2616,1.4796,1.2657,0.9977,0.8909,0.6515,1.0023,1.0643,1.2589,1.2925,1.2336,1.0967,0.8321,0.6415
"met15",0.9689,0.9064,1.3417,0.9515,1.3852,0.7861,0.772,1.3502,1.074,0.9275,1.4989,1.3995,1.3408,0.9223,0.7781,1.2294,1.2804,0.9475,1.3391,1.2164,1.0908,1.0311,0.6035,1.4332
"met16",1.0167,1.0109,1,1.0441,1.0657,0.7255,1.3599,0.8279,1.143,0.7551,1.0591,1.1574,0.9368,0.6981,1.2556,0.7397,1.0266,0.9157,1.0567,0.9353,0.7828,0.7154,1.244,0.8856
"met17",0.8917,1.2354,1.1438,1.0836,1.0923,0.879,0.793,1.0017,0.9193,1.1927,1.1973,1.1287,1.1018,0.921,0.7285,0.9755,1.1171,1.2133,1.2349,1.1038,1.0044,0.9983,0.7026,0.9962
"met18",1.0269,1.1687,0.7862,1.099,1.701,0.9771,0.7326,0.8578,0.8994,1.1924,0.7797,1.0786,1.4005,1.1364,0.7683,0.8867,1.0809,1.0111,0.8613,1.1082,1.3624,1,0.6256,0.7237
"met19",0.9228,1.5537,0.9559,0.8444,1.6097,1.5994,0.7076,0.7432,0.8973,1.3072,1.5206,0.9504,1.0107,0.8458,0.7274,0.9893,1.0256,1.1362,1.3901,1.6377,1.104,1.1796,1.0557,0.9447
"met20",1.0344,1.1764,1.3359,1.0099,1.637,0.7411,0.5585,0.9901,1.2122,1.3049,1.0598,1.2071,1.9077,0.8949,0.3448,0.8802,1.3055,1.4663,0.8555,1.1904,2.3549,1.047,0.5144,0.7542
"met21",1.0145,1.9,1.2768,1.1516,1.2997,0.7456,0.9651,0.9856,1.4039,2.0375,2.0088,1.3778,1.1795,0.8901,0.6219,0.978,1.5602,0.454,1.3211,1.3915,1.8688,1.2224,0.6499,0.8534
"met22",0.9124,1.0005,1.07,1.0559,1.0571,0.6585,0.7888,0.9676,0.9661,1.0683,1.122,1.1488,1.1082,0.7497,0.7686,0.9229,1.0355,1.0015,1.0802,1.0874,1.0219,0.7332,0.7416,0.9061
"met23",2.0437,1.1318,0.6382,0.436,0.8653,0.9814,1.1058,0.8905,1.7487,1,0.58,0.5937,1.163,1.3357,1.7372,0.8894,1.4919,0.9353,1.028,0.436,0.7863,0.9827,1.5198,1.3251
"met24",1.6536,0.6026,0.9784,0.5879,0.6427,0.6658,0.9714,1.7431,1.8402,0.9389,0.5791,0.7888,0.6185,1.321,1.2576,1.4755,1.5255,0.6361,0.7799,0.4864,0.4662,0.7245,1.0217,1.5533
"met25",1.008,0.6565,0.7542,0.6282,0.5063,0.9556,1.616,1.1905,1.7122,0.745,0.6719,0.8432,0.4193,1.0592,1.4684,0.981,1.0478,0.7127,0.6375,0.7051,0.4427,0.992,1.7115,1.1138
"met26",1.3045,0.6413,1.2774,0.8041,0.4185,0.8058,1.1894,0.9562,1.5434,0.8878,1.7836,1.0001,1.0718,1.0396,0.9999,1.1488,0.9393,0.4185,0.9539,0.4185,0.4185,0.5093,0.5721,1.3731
"met27",1.3599,0.2234,0.5992,0.2888,3.8329,1.031,0.6949,2.3015,1.7966,0.3325,1.2092,2.2616,2.9744,1.0977,0.7351,2.5845,1.4321,0.1807,0.4032,1.1503,2.2575,0.969,0.5489,3.0069
"met28",0.9732,0.171,0.8472,0.301,3.9734,1.2546,1.026,3.6165,0.8171,0.2057,0.7533,2.1935,3.5347,1.2375,0.974,3.6028,0.8692,0.1798,0.7183,1.4761,1.8655,1.1106,1.0595,4.3417
"met29",1.2611,1.1303,1.1032,0.7849,0.9791,0.8268,1.0209,1.2137,2.486,1.8842,3.4406,2.1716,0.9345,1.188,0.8498,2.4646,1.3646,0.7735,0.6245,0.6764,1.2571,0.7475,0.5803,1.2423
"met30",1.1401,0.8642,0.8591,0.5589,1.0529,1.1194,0.5969,1.2714,1.8825,1.1252,0.9573,1.0591,0.6216,1.0529,0.785,0.8812,1.0622,0.7926,0.9722,1.0194,0.9576,0.8431,0.6656,1.0471
"met31",0.9912,0.4952,0.7789,1.0088,0.5144,1.0496,1.1686,0.9646,1.3724,0.7887,0.6832,1.2128,0.5831,1.1601,1.1715,0.7179,0.909,0.7288,0.7407,1.1684,0.5914,0.9328,1.6321,0.7102
"met32",0.6525,1.1253,1.4059,1.2909,0.4309,0.8178,0.7162,1.0321,0.9457,1.2286,1.3335,1.765,0.3466,0.9436,0.6836,0.7289,0.6308,1.5853,1.042,1.1602,0.3712,0.9882,1.0118,0.9831
"met33",0.6172,1.1473,1.2856,1.005,0.6165,0.6959,0.7263,1.0054,0.6835,1.1906,1.3917,1.064,0.7383,0.9497,0.8163,0.995,0.8431,1.1883,1.4458,1.2104,0.8408,1.0222,0.7555,1.2839
"met34",0.89,1.722,1.6842,0.9542,0.8199,1.0045,1.0559,1.6298,0.8982,1.6203,1.8442,1.101,0.8188,1.1371,0.9394,1.5149,1.2095,1.9015,1.8675,0.9955,0.8719,1.3113,0.7383,1.5557
"met35",0.727,0.7734,1.5369,1.2158,0.3444,0.4509,0.9823,0.9028,1.3359,1.3669,1.4103,1.5684,0.3435,0.8348,1.0861,0.4717,0.74,1.3308,0.9057,1.2958,0.7629,1.2269,1.6435,0.9107
"met36",0.5543,0.7978,1.3893,1.3391,0.7134,1.1891,0.8088,0.8633,1.0813,1.0603,1.1214,1.2488,0.6941,1.3286,0.7494,1.04,0.8521,1.1048,1.5968,1.1828,0.6268,0.9565,0.9191,0.9444
"met37",0.6271,0.8413,1.3319,1.5601,0.8538,1.3203,0.6903,0.9069,1.2866,0.9957,1.0873,1.4391,0.8059,1.3627,0.8577,1.1518,0.8327,1.2831,1.4725,1.2039,0.7306,1.2483,1.1212,1.0043
"met38",0.5092,0.7065,1.4162,1.258,0.7007,1.1635,0.7509,0.9991,0.9184,0.8043,1.0719,0.9783,0.5547,1.1734,0.7331,1.1515,0.7894,0.9527,1.3706,1.0009,0.6429,1.0027,0.8793,1.159
"met39",0.4135,0.5041,1.7746,1.7665,0.4941,0.9312,0.6663,0.6508,1.1946,0.4135,0.4135,1.6035,0.4135,0.7946,0.4362,0.9762,0.4424,1.2286,1.539,1.1608,0.4379,0.6562,1.0238,0.903
"met40",0.9669,1.4607,1.4471,1.4286,0.8189,0.4697,0.9134,1.3527,1.0331,1.4644,1.348,1.5413,0.8597,0.6032,0.8235,1.1283,1.3139,1.4992,1.4966,1.4924,0.8219,0.6149,0.6107,1.1609
"met41",0.7664,1.2054,1.33,1.2766,0.7666,1.3364,0.6354,0.967,1.2407,1.2608,1.033,1.2378,0.7153,1.3847,0.6519,1.0712,0.9003,1.4708,1.3182,1.1728,0.7498,1.1,0.8971,0.886
"met42",0.629,2.0852,1.6599,1.0779,0.7843,0.7145,0.5607,1.1396,0.6524,2.0816,2.0024,1.273,0.8762,0.9351,0.603,1.0649,0.8681,2.1201,1.8316,1.2487,0.8981,1.1232,0.4566,1.3997
"met43",0.7954,1.265,1.0329,1.0941,1.0013,0.7752,0.692,1.0231,0.8057,1.2286,1.0094,1.1683,0.9987,0.8059,0.6412,0.8883,1.0413,1.2394,1.1447,1.1222,1.0072,0.8971,0.5714,0.9866
"met44",1.0031,1.0995,1.0435,1.0991,1.4266,0.8827,0.7356,1.1329,1.1358,1.1587,0.9897,1.4125,1.2854,0.9133,0.7058,1.0186,1.2973,0.9969,0.9629,1.294,1.177,0.8926,0.6181,0.9319
"met45",0.7769,1.6195,1.3758,0.9573,0.988,0.7204,0.6105,1.1118,0.7445,1.6053,1.3971,1.1425,1.0595,0.8828,0.5624,0.977,1.0077,1.5654,1.4605,1.0269,1.0013,0.9358,0.4434,0.9987
"met46",0.6992,1.0301,1.3377,1.4755,0.8733,1.1879,0.7621,0.9373,1.2342,1.1818,1.1159,1.4488,0.8163,1.2578,0.7571,1.0895,0.941,1.4288,1.5235,1.2473,0.7366,1.0515,0.9878,1.0122
"met47",0.7355,1.5557,1.3335,1.0585,0.4418,1.0038,0.7849,1.2518,1.1661,1.5005,1.5539,1.8284,0.3942,0.7369,0.7347,0.7844,0.7833,1.7823,0.9536,1.4533,0.5225,0.916,1.1011,1.0148
"met48",0.7062,1.4069,1.3271,1.0892,0.7918,0.7403,0.7423,1.0844,0.7573,1.4485,1.4885,1.1942,0.8885,0.8859,0.7968,1.0451,0.9911,1.4578,1.5013,1.1917,0.8922,1.0089,0.6913,1.3158
"met49",0.6361,1.8942,1.4885,1.0649,0.9283,0.8668,0.9268,1.3248,0.6033,1.9264,1.6217,1.0675,0.9932,1.0068,0.8486,1.2186,0.9624,2.0773,1.8523,1.0783,1.076,1.1704,0.751,1.3232
"met50",0.7032,1.6361,1.0304,0.654,0.7483,1.2218,1.2099,1.2515,0.7017,1.7391,1.1847,0.8174,0.6661,1.3878,1.149,0.9696,0.7167,1.6363,1.3727,0.7749,0.8196,1.6045,1.1362,1.4018
"met51",0.605,0.8977,1.6499,0.9888,0.3386,0.5142,1.0114,0.8758,1.0112,1.5065,1.6765,1.2108,0.3876,1.1261,1.234,0.4938,0.6745,1.4401,1.0762,1.0486,0.5989,1.5049,1.6826,0.8912
"met52",0.8557,0.1921,0.4178,0.4135,1.4011,0.8197,1.3519,1.3828,1.0546,0.1921,0.284,1.236,1.2237,0.7544,1,0.8871,0.6642,0.1921,0.1921,1.0159,1.4043,1.1513,1.0984,1.0978
"met53",1.1224,0.9745,1.0474,1.1342,1.1804,1.0237,0.9295,1.1214,1.1444,0.9204,0.8674,1.0327,1.229,0.9762,0.7876,1.1347,1.2551,1.153,0.9884,0.9765,0.9626,0.9717,1.0374,0.9494
"met54",1.0906,1.0743,0.9433,0.9694,1.2199,1.0083,0.5073,1.1195,0.9918,1.2746,0.9118,1.1275,0.9628,1.0747,0.6448,1.3191,0.9628,1.1237,0.9314,1.2555,1.0966,0.955,0.6668,1.1358
"met55",0.9619,1.1,1.1941,1.4518,1.2985,1.1216,0.9555,0.9855,1.1208,1.1153,1.1468,1.7042,1.3782,1.2165,1.0692,1.0294,0.8761,0.9452,0.9878,1.4172,1.0122,0.9544,0.9201,0.8834
"met56",1.3934,1.3745,0.8923,0.7168,1.976,2.6359,0.8348,0.8812,1.4538,1.3082,0.9227,0.7688,1.9365,2.7987,0.752,0.7872,1.616,1.5961,0.8892,0.7595,1.2089,3.1722,0.9368,0.8314
"met57",1.0422,0.9819,0.9691,0.7755,1.3341,1.1568,0.8977,1.1636,0.8005,0.9955,0.9918,0.9383,1.3411,0.9258,1.2651,1.0485,1.0155,0.7611,0.9558,1.027,1.0045,1.1173,1.1294,1.1717
"met58",0.714,0.7322,1.1217,1.0244,1.2801,2.1252,1.2849,0.8329,0.8733,0.7702,1.0128,1.0694,1.3205,1.9151,1.2614,0.9338,0.8731,0.8245,1.1019,0.9282,1.0234,2.0066,1.4905,0.7961
"met59",0.9516,1.0299,0.8995,1.2005,1.1017,0.9868,0.7086,1.2064,0.8344,0.8703,0.8499,1.0684,1.0781,0.9541,0.6639,1.0322,1.0033,1.0218,1.0025,1.2761,1.2883,1.0549,0.6704,1.2337
"met60",0.7811,1.9048,1.4874,0.9056,1.06,0.8203,0.944,1.068,0.827,1.7996,1.5569,0.9828,1.0405,0.9241,0.805,0.9627,1.0592,1.7644,1.5117,0.9759,1.1141,1.0122,0.6371,0.9878
"met61",0.8866,1.1396,0.9424,1.1658,1.1698,0.7013,1.0631,0.9957,0.8346,0.9541,1.2077,1.167,1.1725,0.6732,0.9939,0.7942,1,1.1914,1.2431,0.9014,1.2162,0.6473,0.967,0.9613
"met62",0.6808,0.9244,1.041,1.0502,0.8119,1.4353,1.3452,0.79,1.205,0.8805,0.7055,1.0594,0.8653,1.498,1.2717,0.9003,0.8724,1.1317,0.959,0.8313,0.7594,1.1728,1.3402,0.8452
"met63",0.8105,1.4799,0.9851,0.957,1.2185,0.9365,0.8484,0.787,0.7359,1.4111,1.065,0.9583,1.0806,0.9754,0.8321,0.9325,0.9793,1.5085,1.0317,1.0149,1.0629,1.071,0.7659,0.8628
"met64",0.573,0.9817,1.1607,1.3813,0.9712,1.5647,0.9065,0.8392,1.1984,1.0455,0.998,1.4413,0.7751,1.5668,1,1.0883,0.9764,1.3353,1.367,1,0.7114,1.4233,1.2921,0.9104
"met65",0.6338,1.0082,1.1049,1.2222,0.6724,0.3903,0.3903,1.0481,0.7865,0.7858,1.4698,1.9252,0.7311,0.9919,1.2315,0.9576,0.8517,0.7804,0.3903,1.3938,0.3903,0.3903,0.3903,0.3903
"met66",0.7978,1.4003,1.3229,1.0263,0.8612,0.8558,0.8276,1.0574,0.8303,1.4121,1.4266,1.1451,0.9306,0.9737,0.8713,1.0762,0.9519,1.4114,1.4034,1.1323,0.9188,1.1138,0.7098,1.2432
"met67",0.6546,1.9856,1.5562,0.9977,1.0023,0.7725,0.7611,1.1916,0.6364,1.8629,1.6696,1.1666,1.072,0.8676,0.6944,1.1028,0.8933,2.165,1.7434,1.0353,1.0449,1.006,0.5619,1.2387
"met68",0.7361,1.5213,1.0624,0.6822,0.7601,1.0566,1.107,1.1827,0.6843,1.5369,1.3185,0.8125,0.7324,1.3317,1.2287,1.0589,0.7766,1.3464,1.3407,0.9434,0.7411,1.2898,1.1233,1.3385
"met69",0.9388,1.1472,1.9411,0.9946,0.7558,0.9243,0.8438,1.001,1.3293,1.8138,1.6228,1.3125,0.6698,1.7597,1.2892,0.9501,0.999,1.6178,1.4545,1.3515,0.9566,1.7793,1.4962,0.9959
"met70",0.7241,0.1742,0.4832,0.2387,1.1878,1.0351,1.2844,1.4045,1.2642,0.1588,0.4091,0.9054,1.0547,1.1002,1.292,1,0.8211,0.1588,0.3174,0.6048,1.1824,1.4743,1.2059,1.3293
"met71",0.6921,2.0099,1.3703,0.9563,1.0278,0.7693,0.6163,1.1021,0.7377,2.1345,1.4192,1.0886,1.0711,0.8991,0.54,0.9767,0.9729,2.0317,1.4577,0.9329,1.0233,1.0445,0.4877,0.9412
"met72",0.8103,1.535,1.1735,0.957,1.1226,0.9758,0.9712,1.0748,0.8937,1.3604,1.3558,1.0713,1.1415,0.9326,0.8973,0.9533,1.0961,1.4701,1.3714,1.0121,1.2207,1.2283,0.8187,0.9582
"met73",0.7693,1.0603,1.0673,1.003,1.0283,1.7542,1.0032,0.9154,1.2289,1.2228,0.8464,1.0919,0.9276,1.7983,0.931,1.019,0.853,1.2807,0.997,0.8527,0.7789,1.3538,1.0175,0.8325
"met74",0.7603,1.6687,1.152,0.8622,1.0221,1.0341,0.9789,1.06,0.7725,1.5934,1.219,1.0221,1.0328,1.194,0.9224,0.9341,0.8849,1.5428,1.1153,0.9179,1.0058,1.3102,0.6865,0.9942
"met75",0.9793,1.1678,1.6548,1.1363,1.2533,0.5705,0.8251,0.983,0.8573,1.4886,1.3802,0.9412,1.0478,1.017,0.7358,1.1383,1.1635,1.3075,1.493,0.9569,0.6851,0.6195,0.7162,1.1951
"met76",0.9523,1.1819,1.235,1.0097,1.0073,0.8099,0.9141,1.0557,0.95,1.1329,1.1688,1.0835,0.9816,0.877,0.8535,0.9927,1.1658,1.1329,1.2238,1.0641,0.9241,0.8735,0.7673,0.9851
"met77",1.2372,1.0585,0.882,1.1122,1.5469,0.7898,0.7965,1.1346,1.1977,1.0164,0.8569,1.4063,1.4255,0.7553,0.664,1.0292,1.522,1.0173,0.9837,1.5595,1.4162,0.8394,0.6852,1.0474
"met78",1.1191,1.3796,1.2767,1.0467,1.1348,0.4892,0.785,0.9585,1.1473,1.3143,1.2515,1.0502,1.0984,0.5497,0.6923,0.8918,1.4125,1.3429,1.3081,1.0629,1.0176,0.58,0.6059,0.8678
"met79",0.9799,0.9992,0.9637,0.9534,1.1054,0.8359,1.0451,1.0723,0.9216,0.9688,1.0009,0.9772,1.0188,0.8692,0.9589,1.0883,1.1935,0.9892,1.0091,0.9717,1.0121,0.9881,0.9241,1.0856
"met80",1.7971,0.6315,1.0793,0.7389,1.0733,0.4499,0.8635,1.1355,1.567,0.6852,0.8883,0.8034,1.1381,0.6394,1.0102,0.6834,1.8506,0.6136,1.1478,1.0935,1.0974,0.4499,0.9197,0.5794
"met81",1.006,1.0493,1.1371,1.0192,1.0155,0.8251,0.9998,1.0339,1.0001,1.0629,1.1544,1.0646,1.0177,0.8776,0.962,0.9999,1.1248,1.0776,1.1855,1.0355,0.972,0.8842,0.9072,0.9761
"met82",1.0196,1.1209,1.0637,1.066,1.3099,0.7117,0.865,1.0071,0.9615,1.0953,1.0033,1.3104,1.3976,0.6994,0.6962,0.8904,1.1874,1.1769,1.1114,1.1558,1.1986,0.7194,0.6944,0.9967
"met83",1.0584,1.4337,1.4129,1.0029,1.2375,0.7453,0.9466,1.024,1.2259,1.5862,1.4998,1.139,1.3175,0.8456,0.848,0.9821,1.3213,1.6601,1.4973,0.894,1.0954,0.8397,0.7438,0.9971
"met84",0.9321,1.1303,1.1843,0.9797,1.0034,0.8548,1.0607,1.0614,0.9605,1.1815,1.1767,1.0718,0.9967,0.9189,0.9832,1.0298,1.1052,1.1083,1.1902,1.0072,0.976,0.9224,0.9243,1.0309
"met85",1,1.1722,1.0576,1.0123,1.3961,0.6145,0.7984,0.8724,1.0104,1.1928,1.1979,1.1768,1.4006,0.6894,0.6648,0.7986,1.2326,1.1834,1.0714,1.1038,1.3422,0.7564,0.597,0.8006
"met86",1.0137,1.6282,1.1544,1.0236,1.1535,0.7347,0.7551,0.964,1.1521,1.6522,1.3668,1.156,1.2979,0.8427,0.7551,0.9122,1.2854,1.6107,1.3902,0.9863,1.1386,1.0306,0.5225,0.926
"met87",0.8571,1.3752,1.2746,0.9241,1.1192,0.9046,1.2041,1.0017,0.8953,1.3293,1.2857,0.9983,1.1142,0.944,1.1774,0.9351,1.0484,1.3299,1.3271,0.9394,1.0733,0.9677,1.0236,0.9114
"met88",0.8205,0.9652,1.0643,1.0751,1.0817,0.7229,0.594,1.0934,0.8172,1.1443,1.2095,1.1028,1.0557,0.7796,0.6099,1.0323,0.8767,0.9947,1.2513,1.0547,1.0034,0.7448,0.4801,0.9966
"met89",0.7503,1.7489,1.1964,1.3926,1.3456,0.4936,0.5579,1,0.7681,1.8608,1.9599,1.8415,1.6908,0.6177,0.3753,0.5657,0.9829,1.7879,1.5856,1.374,1.2987,0.5638,0.2509,0.7101
"met90",0.849,0.7387,0.9971,1.3309,0.9539,1.6854,1.2306,0.8773,1.6294,0.8376,0.8836,1.4332,0.8967,1.7163,1.2622,0.9956,1.0533,1.0029,1.065,0.897,0.7511,1.3994,1.5244,0.8791
"met91",0.6135,1.0097,0.9106,1.4753,0.5695,1.8551,1.0158,0.8367,1.5169,0.9687,1.1133,1.9971,0.347,0.9903,1.0165,0.7072,0.6281,1.394,0.6912,1.2718,0.5952,1.5788,1.5117,0.7179
"met92",0.9177,1.1988,1.3335,1.0179,0.8833,0.8541,0.9744,1.0315,0.9158,1.2314,1.329,1.1852,0.9264,0.9684,1.0018,1.0428,1.0081,1.1833,1.234,1.0471,0.851,1.0298,0.7556,1.077
"met93",0.809,1.3177,1.2753,1.0197,0.9929,0.7297,0.9593,1.0434,0.8847,1.3016,1.3254,1.2274,1.0548,0.7814,0.8533,0.9965,1.0582,1.3853,1.3058,1.0427,0.7267,0.881,0.6635,1.0316
"met94",2.2688,1.3326,1.6872,0.7215,0.7651,0.7388,0.9097,1.2183,1.716,1.2055,0.8306,0.8482,0.6748,1.0616,1.274,1.0731,1.1081,1.6251,1.1206,0.5469,0.5247,1,1.1566,0.8672
"met95",1.0414,0.9586,2.2622,1.1507,0.4868,0.6135,0.7597,0.8774,1.4907,1.5675,1.8871,1.7416,0.5026,1.1724,1.173,0.7612,0.8932,1.5452,1.27,1.5528,0.8245,1.2346,1.6478,0.8304
"met96",0.7873,0.7875,0.9236,1.19,0.8236,1.4815,1.2361,0.8152,1.4765,1.033,0.8641,1.3057,0.792,1.4019,1.1727,0.9651,1.0885,1.2306,1.0031,1.0262,0.8619,1.241,1.3708,0.8958
"met97",0.9934,1.0648,1.1087,1.065,0.9747,0.8554,0.8997,1.0447,0.9942,1.0649,1.0936,1.1097,1.0042,0.9185,0.8607,0.9736,1.1476,1.0239,1.1501,1.0679,0.9958,0.9161,0.7799,0.979
"met98",1.5838,1.0469,0.9711,1.2326,1.6257,0.8088,0.9999,1.0275,1.5624,1.0365,1.0001,1.3464,1.5791,0.869,0.9059,0.9413,1.8372,1.0337,1.0553,1.3617,1.5409,0.925,0.8571,0.9374
"met99",0.9537,1.137,1.0223,1.0507,1.1006,0.6456,0.9253,0.9236,0.978,1.0885,1.0789,1.1156,1.0939,0.71,0.7991,0.8061,1.1378,1.0895,1.078,1.0978,1.022,0.784,0.7227,0.8407
"met100",1.0269,1.0236,1.1022,1.0385,1.0035,0.8187,0.9273,1.0243,0.9965,1.0194,1.052,1.063,1.0244,0.9274,0.911,0.9797,1.1175,1.0121,1.0786,1.0131,0.9775,0.9166,0.8265,0.9892
"met101",1.0479,1.2073,1.0603,1.2314,1.5129,0.678,0.9521,0.9321,1.0839,1.1846,1.2284,1.379,1.5557,0.7485,0.8427,0.8285,1.3404,1.2252,1.301,1.2478,1.3593,0.8006,0.7454,0.8715
"met102",0.9077,1.471,1.2533,0.9995,1.2829,0.8872,1.0375,1.0005,0.8918,1.4512,1.3461,1.1609,1.3019,1.0011,0.9169,0.9304,1.1349,1.4265,1.4081,1.0609,1.0901,0.9977,0.7605,0.9043
"met103",0.9888,1.1298,1.0948,1.0346,1.0763,0.867,0.9505,1.0208,0.9896,1.1319,1.1003,1.056,1.0643,0.9256,0.9266,0.9664,1.1266,1.0945,1.1391,1.0122,1.0104,0.9042,0.7956,0.9491
"met104",1.024,1.7093,1.6103,1.4632,1.4362,0.4583,0.7587,0.976,1.1181,1.8393,2.0795,1.9017,1.6096,0.5625,0.6212,0.7835,1.5535,1.9096,1.8926,1.4789,1.3906,0.6407,0.4753,0.8138
"met105",0.6411,0.9176,0.7344,1.1331,0.5322,0.4658,0.7839,1.0487,1.0046,1.0235,0.4658,1.2864,0.4658,0.5653,1.1476,0.6575,0.8698,0.6197,1.2623,1.3908,0.4658,0.5544,1.2037,0.9954
"met106",0.9756,1.755,1.2399,0.7984,1.1677,0.9469,0.9056,0.9203,1.0244,1.7326,1.3573,1.1292,1.3189,1.1913,0.8132,0.8728,1.2366,1.5431,1.1681,0.8641,1.234,1.1626,0.6259,0.8238
"met107",0.7035,0.6548,1.1438,1.2877,1.0306,1.5809,0.5261,0.8521,0.9882,1.0974,0.9702,2.2158,0.9775,1.7112,1.0636,1.4101,0.8308,0.7473,1.1455,1.0422,0.4406,1.3185,1.0118,0.5408
"met108",0.8106,1.1568,1.2855,1.0263,0.8669,0.7944,0.8089,1.0455,0.8927,1.2083,1.4192,1.2655,0.8956,0.9578,0.8093,1.0614,1.0334,1.1168,1.2944,1.1369,0.887,0.9737,0.7137,1.0851
"met109",0.943,1.2331,1.2987,1.153,1.0415,0.7513,0.8789,1.1023,0.9895,1.2595,1.3581,1.328,1.0725,0.9169,0.8307,0.9851,1.2514,1.1541,1.2969,1.1836,1.0105,0.9886,0.6535,1.0701
"met110",1.0091,1.2582,1.0254,0.7479,0.9373,0.9909,0.8742,1.129,1.4538,1.3604,1.0446,0.9891,0.6774,1.0889,1.0846,0.9582,1.3135,1.3252,1.2729,0.7396,0.5279,1.1494,1.1911,1.0271
"met111",0.6039,0.8984,1.8725,0.9513,0.8931,0.8783,1.0446,0.8341,1.0419,1.6981,1.7062,1.4082,0.7524,1.3584,1.3788,0.9058,1.0684,0.8943,1.7158,1.6848,0.9299,1.4415,1.3339,0.9581
"met112",1.9695,0.3442,0.4172,0.3442,3.267,0.8501,0.5192,1.367,2.3838,0.3442,0.3442,1.1414,2.4544,0.8963,0.607,1.1777,2.3369,0.3442,0.4481,1,1.4541,0.9602,0.4468,1.56
"met113",0.8442,1.2931,1.0344,1.1208,1.1111,1,1.5448,0.9744,0.8441,1.2235,0.9604,1.2818,1.122,0.9839,1.5299,0.8529,0.9501,0.9672,0.916,1.4679,1.0979,0.9707,1.627,0.8145
